Link to course,subject ,Category link,Mode,Name,About,Price,Offered By,Duration,Availability
https://pll.harvard.edu/course/advancing-womens-health-2024-update,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,Advancing Women’s Health: A 2024 Update,Both sex and gender influence health and disease across the life course and across all organ systems.,$300 - $150,Harvard Kennedy School,Self-paced,Starts Oct 18
https://pll.harvard.edu/course/high-potentials-leadership-program,Business,https://pll.harvard.edu/subject/business,In-Person,High Potentials Leadership Program,Eliminate obstacles to growth by recognizing and overcoming challenges that arise as you take on broader leadership roles.,"$17,500",Harvard Kennedy School,6 days long,Starts Oct 20
https://pll.harvard.edu/course/nonprofit-financial-stewardship-concepts-and-techniques-strategic-management,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Nonprofit Financial Stewardship: Concepts and Techniques for Strategic Management,"This 4-week Harvard Kennedy School Executive Education online program is designed to help managers in nonprofit organizations understand the tools, techniques and concepts of good financial management.","$3,900",Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/negotiation-and-leadership-10/2024-10,Business,https://pll.harvard.edu/subject/business,In-Person,Negotiation and Leadership,Six esteemed PON faculty members have come together to lead our in-person 3-day program. The program curriculum is packed with negotiation strategies and best practices designed to help you get results.,"$4,997",Harvard Kennedy School,Self-paced,Starts Oct 21
https://pll.harvard.edu/course/digital-marketing-strategy,Business,https://pll.harvard.edu/subject/business,In-Person,Digital Marketing Strategy: Data-Driven Strategies for a Modern Marketing Era,"Develop a clear digital marketing strategy with actionable, data-driven frameworks your organization can use, while leveraging the power of emerging technologies to create business value.","$6,150",Harvard Kennedy School,Self-paced,Starts Oct 21
https://pll.harvard.edu/course/art-workplace-engagement-creating-positive-environment-engage-employees,Business,https://pll.harvard.edu/subject/business,In-Person,The Art of Workplace Engagement: Creating a Positive Environment to Engage Employees,Learn strategies to increase workplace productivity by improving employee satisfaction and reducing friction in times of stress.,"$2,990",Harvard Kennedy School,Self-paced,Starts Oct 21
https://pll.harvard.edu/course/primary-care-internal-medicine-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Primary Care Internal Medicine,This program provides a comprehensive and action-focused update of the most important changes and advances impacting front-line clinicians in primary care practice.,"$1,495 - $1,295",Harvard Kennedy School,Self-paced,Starts Oct 21
https://pll.harvard.edu/course/family-office-wealth-management-virtual,Business,https://pll.harvard.edu/subject/business,Online,Family Office Wealth Management—Virtual,Discover new approaches for managing and preserving family wealth and explore unique investment opportunities for high-net-worth families.,"$7,250",Harvard Kennedy School,3 weeks long,Starts Oct 22
https://pll.harvard.edu/course/global-business,Business,https://pll.harvard.edu/subject/business,Online,Global Business,"Turn the uncertainty of today's global economy into an opportunity to manage risk, and create and capture value for your organization, in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,4 weeks long,Opens Oct 23
https://pll.harvard.edu/course/strategy-execution/2024-10,Business,https://pll.harvard.edu/subject/business,Online,Strategy Execution,"This course from Harvard Business School (HBS) Online will equip you with the tools, skills, and frameworks to allocate resources, measure performance, and manage risk so you can successfully implement strategy within your organization.","$1,850",Harvard Kennedy School,8 weeks long,Opens Oct 23
https://pll.harvard.edu/course/leading-finance/2024-10,Business,https://pll.harvard.edu/subject/business,Online,Leading with Finance,"Build an intuitive understanding of financial principles to better understand the market in which your organization operates, create and access value, and communicate with key stakeholders in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,6 weeks long,Opens Oct 23
https://pll.harvard.edu/course/organizational-leadership-0/2024-10,Business,https://pll.harvard.edu/subject/business,Online,Organizational Leadership,Elevate your leadership skills to take your organization to the next level in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,7 weeks long,Opens Oct 23
https://pll.harvard.edu/course/investment-decisions-and-behavioral-finance-campus-0,Business,https://pll.harvard.edu/subject/business,In-Person,Investment Decisions and Behavioral Finance (On-Campus),"In two intensive days, you'll learn the central principles surrounding the psychology of decision making under conditions of risk and uncertainty.","$5,600",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/advanced-business-strategy-gaining-competitive-edge,Business,https://pll.harvard.edu/subject/business,In-Person,Advanced Business Strategy: Gaining a Competitive Edge,Learn a new framework for developing a business strategy that maximizes your competitive advantage and disrupts the competition.,"$4,100",Harvard Kennedy School,Self-paced,Starts Oct 23
https://pll.harvard.edu/course/fintech,Business,https://pll.harvard.edu/subject/business,Online,FinTech,Step beyond the disruption and gain the knowledge and skills to tackle financial services innovation,"$2,940 - $2,940",Harvard Kennedy School,7 weeks long,NA
https://pll.harvard.edu/course/creating-brand-value-1,Business,https://pll.harvard.edu/subject/business,Online,Creating Brand Value,Learn how to build brands that deliver maximum value to your consumers and company in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,6 weeks long,Opens Oct 23
https://pll.harvard.edu/course/infectious-diseases-primary-care-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Infectious Diseases in Primary Care,Participants learn the practice implications of important new innovations and ensure that their ability to address ID challenges is fully current.,$875 - $975,Harvard Kennedy School,Self-paced,Starts Oct 23
https://pll.harvard.edu/course/neurological-emergencies-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Neurological Emergencies,"Education to Improve Diagnosis, Rapidly Identify Emergencies, and Optimize Outcomes",$875 - $975,Harvard Kennedy School,Self-paced,Starts Oct 23
https://pll.harvard.edu/course/principles-medical-education-maximizing-your-teaching-skills-2,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Principles of Medical Education Maximizing Your Teaching Skills,"A uniquely comprehensive exploration of best practices for teaching medicine at the bedside, in ambulatory settings and in the classroom.","$1,695",Harvard Kennedy School,Self-paced,Starts Oct 23
https://pll.harvard.edu/course/women-leadership-online-program-emerging-leaders,Business,https://pll.harvard.edu/subject/business,Online Live,Women in Leadership: Online Program for Emerging Leaders,Become a strategic leader by developing your key strengths and attributes. This online program invites emerging women leaders to attend interactive online sessions designed to foster leadership.,"$2,850",Harvard Kennedy School,Self-paced,Starts Oct 24
https://pll.harvard.edu/course/treating-couples-surmounting-challenges-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,Treating Couples: Surmounting Challenges,"Couples therapy presents complexity unlike any other form of therapy, and today's therapists treating couples need to address increasingly difficult situations.",$190 - $275,Harvard Kennedy School,Self-paced,Starts Oct 24
https://pll.harvard.edu/course/neuropsychiatry-comprehensive-update,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Neuropsychiatry: A Comprehensive Update,This course is designed to enhance participants’ knowledge of brain-behavior relationships and their skills for the diagnostic work-up and treatment of patients with neuropsychiatric disorders.,$575 - $825,Harvard Kennedy School,Self-paced,Starts Oct 24
https://pll.harvard.edu/course/22nd-biennial-course-urologic-oncology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,22nd Biennial Course in Urologic Oncology,The multidisciplinary Urologic Cancer Course was designed as a biennial course bringing together expertise from all the Harvard teaching hospitals.,$250 - $500,Harvard Kennedy School,Self-paced,Starts Oct 24
https://pll.harvard.edu/course/advancing-excellence-transgender-health-course-whole-care-team,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Advancing Excellence in Transgender Health: A Course for the Whole Care Team,"This conference is designed to train the whole health care team in providing responsive and confident gender-affirmative health care, grounded in research evidence and best clinical practices.",$970 - $630,Harvard Kennedy School,Self-paced,Starts Oct 25
https://pll.harvard.edu/course/managing-health-care-delivery,Business,https://pll.harvard.edu/subject/business,Blended,Managing Health Care Delivery,"Build and lead a competitive, high-performing health care organization that constantly innovates to improve medical and economic outcomes.","$27,750",Harvard Kennedy School,28 weeks long,Starts Oct 27
https://pll.harvard.edu/course/changing-game-negotiation-and-competitive-decision-making,Business,https://pll.harvard.edu/subject/business,In-Person,Changing the Game: Negotiation and Competitive Decision-Making,"Become a skilled representative your organization can trust in critical negotiations with partners, vendors, clients, investors, and others.","$14,500",Harvard Kennedy School,6 days long,Starts Oct 27
https://pll.harvard.edu/course/executive-leadership-coaching-mastery-session,Business,https://pll.harvard.edu/subject/business,In-Person,Executive Leadership Coaching: Mastery Session,"Deepen your executive coaching expertise. Apply the theories and principles of neuroscience, human development, and somatic coaching to transform your executive and leadership coaching skills.","$2,990",Harvard Kennedy School,Self-paced,Starts Oct 28
https://pll.harvard.edu/course/influence-and-persuasion-leadership,Business,https://pll.harvard.edu/subject/business,In-Person,Influence and Persuasion in Leadership,Improve your ability to influence and motivate your audience to accomplish your goals.,"$2,990",Harvard Kennedy School,Self-paced,Starts Oct 28
https://pll.harvard.edu/course/business-management-management-leadership-0,Business,https://pll.harvard.edu/subject/business,In-Person,Business Management: From Management to Leadership,Expand your business acumen to reach your full potential as a manager and leader within your organization.,"$6,150",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/critical-issues-tumor-microenvironment-angiogenesis-metastasis-and-immunology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,"Critical Issues in Tumor Microenvironment: Angiogenesis, Metastasis and Immunology","The 35th Annual Tumor Course reviews what is currently known about the tumor microenvironment, angiogenesis, metastasis, immunology, targeted therapies, metabolism, microbiome, and toxicity of immunotherapies.",$290 - $490,Harvard Kennedy School,Self-paced,Starts Oct 28
https://pll.harvard.edu/course/future-legal,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,The Future of Legal,"The Future of Legal provides the tools, knowledge, and practical strategies to navigate how to move forward in changing legal landscape.","$14,750",Harvard Kennedy School,4 days long,Starts Oct 29
https://pll.harvard.edu/course/leadership-principles,Business,https://pll.harvard.edu/subject/business,Online,Leadership Principles,"Developed for new and aspiring leaders, this course from Harvard Business School (HBS) Online will help you unleash your potential to advance your career, team, and organization.","$1,850",Harvard Kennedy School,6 weeks long,Opens Oct 30
https://pll.harvard.edu/course/alternative-investments,Business,https://pll.harvard.edu/subject/business,Online,Alternative Investments,"Alternative Investments, a Harvard Business School (HBS) Online course, will help you develop your ability to evaluate potential investment opportunities and maximize the value of portfolios.","$1,850",Harvard Kennedy School,5 weeks long,Opens Oct 30
https://pll.harvard.edu/course/business-strategy,Business,https://pll.harvard.edu/subject/business,Online,Business Strategy,Start thinking like the top strategists with this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,6 weeks long,Opens Oct 30
https://pll.harvard.edu/course/introverts-leaders-quiet-power-leadership-strength,Business,https://pll.harvard.edu/subject/business,Blended,Introverts as Leaders: Quiet Power as a Leadership Strength,Challenge the conventional definition of leadership. Explore the significant value of introverted personality types within an organization.,"$2,990",Harvard Kennedy School,Self-paced,Starts Oct 30
https://pll.harvard.edu/course/digital-marketing-strategy-2/2024-10,Business,https://pll.harvard.edu/subject/business,Online,Digital Marketing Strategy,Develop marketing strategies that reach and retain customers in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,Self-paced,Opens Oct 30
https://pll.harvard.edu/course/reducing-racial-disparities-health-care,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Reducing Racial Disparities in Health Care,"In partnership with the Disparities Solutions Center at Massachusetts General Hospital, this course will help you deliver high-quality health care to all through organizational change.",$950,Harvard Kennedy School,5 weeks long,NA
https://pll.harvard.edu/course/health-care-economics,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Health Care Economics,"Taught by Harvard Medical School faculty, Health Care Economics, a Harvard Online course, provides insights into the economic forces are shaping US health care.","$1,600",Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/data-science-principles,Business,https://pll.harvard.edu/subject/business,Online,Data Science Principles,"Data Science Principles is a Harvard Online course in collaboration with Harvard Business School Online that provides an overview of data science with a code- and math-free introduction to prediction, causality, data wrangling, privacy, and ethics.",$950,Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/herbert-benson-md-course-mind-body-medicine-2,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,"The Herbert Benson, MD Course in Mind Body Medicine",A comprehensive education program where you learn how to incorporate mind-body approaches into your practice.,$175 - $975,Harvard Kennedy School,Self-paced,Starts Oct 31
https://pll.harvard.edu/course/managing-yourself-and-leading-others-0/2024-11,Business,https://pll.harvard.edu/subject/business,Online Live,Managing Yourself and Leading Others,Evolve your leadership style to lead better and motivate others to accomplish your company's goals.,"$2,750",Harvard Kennedy School,Self-paced,Starts Nov 1
https://pll.harvard.edu/course/executive-leadership-health-care-certificate-specialization,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Blended,Executive Leadership in Health Care | Certificate of Specialization,Advance your career in health care with the Executive Leadership in Health Care Certificate of Specialization from Harvard T.H. Chan School of Public Health Executive and Continuing Professional Education.,"$2,100 - $11,500",Harvard Kennedy School,Self-paced,Starts Nov 1
https://pll.harvard.edu/course/real-estate-management-program,Business,https://pll.harvard.edu/subject/business,In-Person,Real Estate Management Program,Position your real estate firm to seize new growth opportunities and maximize asset values in today's market.,"$14,500",Harvard Kennedy School,6 days long,Starts Nov 3
https://pll.harvard.edu/course/leadership-development-physicians-academic-health-centers-3/2024-11,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Leadership Development for Physicians in Academic Health Centers,"This program brings together physicians in administrative positions in academic health centers, report directly to the chair of their department, to study the critical leadership and management issues facing academic health centers.","$11,200",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/strategy-health-care-delivery-virtual,Business,https://pll.harvard.edu/subject/business,Online Live,Strategy for Health Care Delivery—Virtual,"Administrative and medical leaders from across the globe come together in a virtual format to examine new approaches for achieving high-value, integrated care and restructuring overall care delivery organizations.","$5,500",Harvard Kennedy School,Self-paced,Starts Nov 4
https://pll.harvard.edu/course/leading-your-organizations-digital-transformation,Business,https://pll.harvard.edu/subject/business,In-Person,Leading Your Organization's Digital Transformation,Create actionable transformation strategies to make your leadership and your organization more innovative and more competitive.,"$5,100",Harvard Kennedy School,Self-paced,Starts Nov 4
https://pll.harvard.edu/course/effective-organizational-communication,Business,https://pll.harvard.edu/subject/business,In-Person,Effective Organizational Communication,"Through small group activities and real-time feedback, you will test out new approaches and learn to communicate to inspire action.","$2,990",Harvard Kennedy School,Self-paced,Starts Nov 4
https://pll.harvard.edu/course/effective-teams-ceel-module,Education & Teaching,https://pll.harvard.edu/subject/education-teaching,Online,Effective Teams: A CEEL Module,"Effective Teams is a module within the Certificate in Early Education Leadership: Series 2, Learn D",$245,Harvard Kennedy School,3 weeks long,NA
https://pll.harvard.edu/course/strong-relationships-and-interactions-ceel-module,Education & Teaching,https://pll.harvard.edu/subject/education-teaching,Online,Strong Relationships and Interactions: A CEEL Module,"Strong Relationships and Interactions is a module within the Certificate in Early Education Leadership: Series 1, Learn D",$245,Harvard Kennedy School,3 weeks long,NA
https://pll.harvard.edu/course/universal-design-learning-ceel-module,Education & Teaching,https://pll.harvard.edu/subject/education-teaching,Online,Universal Design for Learning: A CEEL Module,"Universal Design for Learning is a module within the Certificate in Early Education Leadership: Series 3, Learn D",$245,Harvard Kennedy School,3 weeks long,NA
https://pll.harvard.edu/course/leadership-development-advance-equity-health-care-2,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Leadership Development to Advance Equity in Health Care,This program will teach you how to confront and remediate unfair practices and advance health equity in your community or practice.,"$3,100",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/evidence-decisions-description-decisions,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Evidence for Decisions: From Description to Decisions,"Created by Harvard faculty Teddy Svoronos, utilize the power of analytical evidence to problem solve, measure effectiveness, and develop impactful policy.",$995,Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/leadership-and-ethics-moral-leadership-personal-practice,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Leadership and Ethics: Moral Leadership in Personal Practice,"Created by Senior Lecturer Chris Robichaud, develop fundamental skills for moral leadership and learn to instill lasting change in communities.",$995,Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/policy-design-and-delivery-systematic-approach,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Policy Design and Delivery: A Systematic Approach,"Created by Senior Lecturer Michael Walton, examine real-world policy challenges and learn how to analyze, design, and recommend effective policy solutions.",$995,Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/disruptive-strategy/2024-11,Business,https://pll.harvard.edu/subject/business,Online,Disruptive Strategy,"Strengthen your capacity to make innovation a reality, and unlock your potential to create executive-level strategies, organize for innovation, and discover customer jobs to be done in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,6 weeks long,Opens Nov 6
https://pll.harvard.edu/course/sustainable-business-strategy,Business,https://pll.harvard.edu/subject/business,Online,Sustainable Business Strategy,Learn how businesses thrive and grow while simultaneously solving some of the world's biggest challenges in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,3 weeks long,Opens Nov 6
https://pll.harvard.edu/course/leadership-ethics-and-corporate-accountability,Business,https://pll.harvard.edu/subject/business,Online,"Leadership, Ethics, and Corporate Accountability",Develop a toolkit for making tough leadership decisions in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,5 weeks long,Opens Nov 6
https://pll.harvard.edu/course/leading-more-effective-teams,Business,https://pll.harvard.edu/subject/business,In-Person,Leading More Effective Teams,Enhance your team’s productivity to boost your organization’s capabilities.,"$2,990",Harvard Kennedy School,Self-paced,Starts Nov 6
https://pll.harvard.edu/course/leveraging-multi-sided-platforms-ai-business-leaders,Business,https://pll.harvard.edu/subject/business,Online Live,Leveraging Multi-sided Platforms with AI for Business Leaders,"Develop the strategies and skills you need to design, launch, and scale a successful and sustainable multi-sided digital platform.","$1,570",Harvard Kennedy School,Self-paced,Starts Nov 6
https://pll.harvard.edu/course/launching-tech-ventures,Business,https://pll.harvard.edu/subject/business,Online,Launching Tech Ventures,"Build a viable, valuable tech venture that can profitably scale in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,5 weeks long,Opens Nov 6
https://pll.harvard.edu/course/harvard-bok-higher-education-teaching-certificate/2024-11,Education & Teaching,https://pll.harvard.edu/subject/education-teaching,Online,Harvard Bok Higher Education Teaching Certificate,"Explore Higher Education Teaching and its practices offered by Harvard’s Derek Bok Center for Teaching and Learning. Learn to create a collaborative, engaging learning environment.","$2,640",Harvard Kennedy School,9 weeks long,NA
https://pll.harvard.edu/course/business-and-climate-change,Business,https://pll.harvard.edu/subject/business,Online,Business and Climate Change,Prepare yourself and your organization for the business risks and opportunities created by climate change in this online course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,5 weeks long,Opens Nov 6
https://pll.harvard.edu/course/open-innovation,Business,https://pll.harvard.edu/subject/business,Online,Open Innovation,Solve your organization’s problems by looking outside your organization.,$950,Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/data-privacy-and-technology,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Privacy and Technology,Explore the risks and rewards of data privacy and collection.,$950,Harvard Kennedy School,5 weeks long,NA
https://pll.harvard.edu/course/training-teach-medicine,Education & Teaching,https://pll.harvard.edu/subject/education-teaching,Online Live,Training to Teach in Medicine,"This Harvard Medical School six-month, application-based certificate program aims to provide high-impact, evidence-based education for medical faculty and health care professionals.","$7,900 - $8,900",Harvard Kennedy School,Self-paced,Starts Nov 7
https://pll.harvard.edu/course/ai-clinical-medicine,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online Live,AI in Clinical Medicine,"Over the last two decades, the digitization of medical records created opportunities for automation and data-driven clinical support for a range of routine clinical applications.","$1,710 - $1,900",Harvard Kennedy School,Self-paced,Starts Nov 7
https://pll.harvard.edu/course/families-business,Business,https://pll.harvard.edu/subject/business,In-Person,Families in Business,Promote long-term business success and healthy relationships through prudent management of business and family.,"$17,500",Harvard Kennedy School,6 days long,Starts Nov 10
https://pll.harvard.edu/course/strategies-leading-successful-change-initiatives-mastery-session,Business,https://pll.harvard.edu/subject/business,In-Person,Strategies for Leading Successful Change Initiatives: Mastery Session,Drive organizational change with innovative change management strategies and roadmaps for action.,"$4,100",Harvard Kennedy School,Self-paced,Starts Nov 12
https://pll.harvard.edu/course/design-thinking-creating-better-customer-experiences,Business,https://pll.harvard.edu/subject/business,In-Person,Design Thinking: Creating Better Customer Experiences,Learn how the principles of design thinking can help fuel the success of your organization.,"$4,100",Harvard Kennedy School,Self-paced,Starts Nov 12
https://pll.harvard.edu/course/negotiation-mastery/2024-11,Business,https://pll.harvard.edu/subject/business,Online,Negotiation Mastery,"Hone your negotiation skills to close deals, maximize value in the agreements you reach, and resolve differences before they escalate into costly conflicts in this online course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,8 weeks long,Opens Nov 13
https://pll.harvard.edu/course/making-corporate-boards-more-effective,Business,https://pll.harvard.edu/subject/business,In-Person,Making Corporate Boards More Effective,"Strengthen your board’s ability to fulfill multifaceted responsibilities, work effectively as a team, and foster company success.","$12,500",Harvard Kennedy School,4 days long,Starts Nov 13
https://pll.harvard.edu/course/management-essentials/2024-11,Business,https://pll.harvard.edu/subject/business,Online,Management Essentials,"Master the tools and tactics you need to excel in decision-making, implementation, organizational learning, and change management to move your organization forward with this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,8 weeks long,Opens Nov 13
https://pll.harvard.edu/course/cybersecurity-managing-risk-information-age/2024-11,Business,https://pll.harvard.edu/subject/business,Online,Cybersecurity: Managing Risk in the Information Age,Lead the strategic response to cyber risk.,"$3,045",Harvard Kennedy School,9 weeks long,NA
https://pll.harvard.edu/course/cybersecurity-managing-risk-information-age/2024-11-0,Business,https://pll.harvard.edu/subject/business,Online,Cybersecurity: Managing Risk in the Information Age,Lead the strategic response to cyber risk.,"$3,045 - $3,045",Harvard Kennedy School,9 weeks long,NA
https://pll.harvard.edu/course/real-estate-finance-101-focusing-basics,Business,https://pll.harvard.edu/subject/business,Online,Real Estate Finance 101: Focusing on the Basics,"This short program will present critical ""nuts-and-bolts"" real estate finance principles and practices in a simple, understandable, and interactive manner that will demystify the real estate financing process.","$1,850",Harvard Kennedy School,4 days long,NA
https://pll.harvard.edu/course/digital-health,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Digital Health,Explore the opportunities and difficulties facing widespread adoption of digital technologies in health care.,"$1,600",Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/data-science-business,Business,https://pll.harvard.edu/subject/business,Online,Data Science for Business,"Learn how to effectively use data to tackle your business decisions. Designed for managers, this course provides a hands-on approach for demystifying the data science ecosystem and making you a more conscientious consumer of information.",$950,Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/innovations-teamwork-health-care/2024-11,Business,https://pll.harvard.edu/subject/business,Online,Innovations in Teamwork for Health Care,Don’t leave teaming up to chance. Create better teamwork through science.,"$1,600",Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/compensation-committees-new-challenges-new-solutions,Business,https://pll.harvard.edu/subject/business,In-Person,"Compensation Committees: New Challenges, New Solutions","Structure more effective compensation plans to drive long-term performance, profitability, and employee satisfaction.","$7,500",Harvard Kennedy School,3 days long,Starts Nov 17
https://pll.harvard.edu/course/harvard-mediation-intensive,Business,https://pll.harvard.edu/subject/business,In-Person,Harvard Mediation Intensive,"Led by mediation experts Audrey Lee and Alain Lempereur, the Harvard Mediation Intensive delves into mediation principles and processes through interactive presentations and hands-on exercises.","$6,497",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/becoming-leader-developing-your-style-and-making-sound-decisions,Business,https://pll.harvard.edu/subject/business,In-Person,Becoming a Leader: Developing Your Style and Making Sound Decisions,Explore the symbiotic relationship between decision making and leadership to maximize organizational performance.,"$2,990",Harvard Kennedy School,Self-paced,Starts Nov 18
https://pll.harvard.edu/course/building-organizational-cultures-framework-leaders/2024-11,Business,https://pll.harvard.edu/subject/business,In-Person,Building Organizational Cultures: A Framework for Leaders,Critically assess how culture affects organizations and learn how to create an environment that promotes advancement of people.,"$2,990",Harvard Kennedy School,Self-paced,Starts Nov 18
https://pll.harvard.edu/course/harvard-negotiation-master-class,Business,https://pll.harvard.edu/subject/business,In-Person,Harvard Negotiation Master Class,"Master-level course for experienced negotiators taught by five negotiation experts. You'll emerge a highly skilled and confident negotiator who can drive negotiations, salvage relationships and achieve better outcomes at the bargaining table.","$5,997",Harvard Kennedy School,Self-paced,Starts Nov 18
https://pll.harvard.edu/course/audit-committees-new-era-governance,Business,https://pll.harvard.edu/subject/business,In-Person,Audit Committees in a New Era of Governance,"Meet evolving regulatory requirements while ensuring that financial reporting, compliance, and risk management efforts align with strategy.","$7,500",Harvard Kennedy School,3 days long,Starts Nov 20
https://pll.harvard.edu/course/strategic-project-management/2024-11,Business,https://pll.harvard.edu/subject/business,In-Person,Strategic Project Management,"Plan, manage, and execute projects that are essential to the success of your business.","$2,990",Harvard Kennedy School,Self-paced,Starts Nov 20
https://pll.harvard.edu/course/strategic-sales-management/2024-11,Business,https://pll.harvard.edu/subject/business,In-Person,Strategic Sales Management,"Learn proven sales management strategies and techniques to lead yourself, your direct reports, and your organization.","$2,990",Harvard Kennedy School,Self-paced,Starts Nov 20
https://pll.harvard.edu/course/strategy-execution-public-leadership,Business,https://pll.harvard.edu/subject/business,Online,Strategy Execution for Public Leadership,Join Harvard Kennedy School faculty and former Pentagon Chief of Staff Eric Rosenbach to learn how to develop strategies for public leadership success.,"$1,600",Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/outsmarting-implicit-bias,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Outsmarting Implicit Bias,"Designed for individuals and teams, this Harvard Online course taught by preeminent Harvard Professor Mahzarin Banaji teaches the science of implicit bias and strategies to counter the impact of bias in the workplace.",$550,Harvard Kennedy School,3 weeks long,NA
https://pll.harvard.edu/course/core/2024-11,Business,https://pll.harvard.edu/subject/business,Online,CORe,This three-course program from Harvard Business School (HBS) Online will teach you the fundamental skills to confidently contribute to business decisions and decision-making.,"$2,650",Harvard Kennedy School,12 weeks long,Opens Nov 26
https://pll.harvard.edu/course/designing-and-executing-corporate-revitalization,Business,https://pll.harvard.edu/subject/business,In-Person,Designing and Executing Corporate Revitalization,Confront major corporate challenges with confidence. Set a strategic direction and lead a transformation that will revitalize your company.,"$14,500",Harvard Kennedy School,6 days long,Starts Dec 1
https://pll.harvard.edu/course/senior-executives-national-and-international-security,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Senior Executives in National and International Security,Senior Executives in National and International Security is an online executive program convening senior security officials from around the world focused on the future of security.,"$10,900",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/risk-management-corporate-leaders-virtual,Business,https://pll.harvard.edu/subject/business,Online Live,Risk Management for Corporate Leaders—Virtual,This live online program provides frameworks and tools for senior leadership and corporate boards to strengthen your company's approach to managing both internal and external risks.,"$8,500",Harvard Kennedy School,11 days long,Starts Dec 2
https://pll.harvard.edu/course/women-boards-succeeding-corporate-director,Business,https://pll.harvard.edu/subject/business,In-Person,Women on Boards: Succeeding as a Corporate Director,Become an outstanding corporate board candidate who approaches the board selection process strategically and contributes effectively.,"$14,000",Harvard Kennedy School,5 days long,Starts Dec 2
https://pll.harvard.edu/course/negotiation-and-leadership-10/2024-12,Business,https://pll.harvard.edu/subject/business,In-Person,Negotiation and Leadership,Six esteemed PON faculty members have come together to lead our in-person 3-day program. The program curriculum is packed with negotiation strategies and best practices designed to help you get results.,"$4,997",Harvard Kennedy School,Self-paced,Starts Dec 2
