URL,Name,Instructure,Institute,Duration,Last date,Exam date,Exam registration last date
https://onlinecourses.swayam2.ac.in/nou23_ge35/preview,National Education...,"Prof. Santosh Panda,","Indira Gandhi National Open University, New Delhi ,IGNOU","4 Weeks
                          
                          
                              (Starts: 01-02-2023)",NA,"Exam Date: 1 Mar, 2023",NA
https://onlinecourses.swayam2.ac.in/nou23_ge40/preview,National Education...,"Prof. Santosh Panda,","Indira Gandhi National Open University, New Delhi ,IGNOU","4 Weeks
                          
                          
                              (Starts: 16-03-2023)","Enrollment Ends: 15 Mar, 2023","Exam Date: 16 Apr, 2023",NA
https://onlinecourses.swayam2.ac.in/cec24_ce01/preview,Earth System Science,M. S. Sisodia,"J.N.V. University, Jodhpur Rajasthan ,CEC","12 Weeks
                          
                          
                              (Starts: 08-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 18 May, 2024",NA
https://onlinecourses.swayam2.ac.in/nou24_ge39/preview,MJM024: Media Information and...,Prof. K S Arul Selvan,"Indira Gandhi National Open University (IGNOU), New... ,IGNOU","12 Weeks
                          
                          
                              (Starts: 01-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 18 May, 2024",NA
https://onlinecourses.swayam2.ac.in/aic24_ge15/preview,Yoga Volunteers for Palliative Care -...,Dr Manjunath N K | Dr Vijaya Majumdar | Dr Ritesh...,"Swami Vivekananda Yoga Anusandhana Samsthana ,AICTE","16 Weeks
                          
                          
                              (Starts: 01-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 18 May, 2024",NA
https://onlinecourses.swayam2.ac.in/aic24_ge16/preview,Yoga Volunteers for Palliative Care -...,Dr Manjunath N K | Dr Vijaya Majumdar | Dr Ritesh...,"Swami Vivekananda Yoga Anusandhana Samsthana ,AICTE","16 Weeks
                          
                          
                              (Starts: 01-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 18 May, 2024",NA
https://onlinecourses.swayam2.ac.in/nou24_lg34/preview,MEG-03: British Novel,Dr. Malathy A.,"Indira Gandhi National Open University, New Delhi ,IGNOU","24 Weeks
                          
                          
                              (Starts: 01-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 19 May, 2024",NA
https://onlinecourses.swayam2.ac.in/nou24_ag04/preview,MNRE 016:Project Analysis,Dr. Praveen Kumar Jain,"Indira Gandhi National Open University ,IGNOU","12 Weeks
                          
                          
                              (Starts: 01-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 19 May, 2024",NA
https://onlinecourses.swayam2.ac.in/nou24_hs44/preview,Population and Society,Dr. Dola Borkataki,"Krishna Kanta Handiqui State Open University, Guwahati ,IGNOU","12 Weeks
                          
                          
                              (Starts: 01-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 19 May, 2024",NA
https://onlinecourses.swayam2.ac.in/cec24_hs40/preview,Rethinking Development,Prof. Satyapriya Rout,"University of Hyderabad, Hyderabad ,CEC","16 Weeks
                          
                          
                              (Starts: 15-01-2024)","Enrollment Ends: 29 Feb, 2024","Exam Date: 19 May, 2024",NA
https://onlinecourses.nptel.ac.in/noc24_ee152/preview,5G Wireless Standard Design,Prof. Rohit Budhiraja,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs144/preview,Advance Course in Social Psychology,Prof. Pooja Garg,IIT Roorkee,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg107/preview,Advanced Business Decision Support...,"Prof. Deepu Philip, Prof. Amandeep Singh Oberoi,...",IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ce104/preview,Advanced Concrete Technology,Prof. Manu Santhanam,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ma68/preview,Advanced Engineering Mathematics,Prof. P. N. Agarwal,IIT Roorkee,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg113/preview,Advanced R Programming for Data...,Prof. Abhinava Tripathi,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ma79/preview,Advanced Theory of Ordinary...,Prof. Hari Shankar Mahato,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me151/preview,Advances in Welding and Joining...,Prof. Swarup Bag,IIT Guwahati,"8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ma65/preview,Algebra - I,"Prof. S. Viswanath, Prof. Amritanshu Prasad","The Institute of Mathematical Sciences, Chennai","12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ge52/preview,An Integrated Approach to Common...,"Prof. Soumi Kundu, Prof. Nabarun Karmakar, Prof....",IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ee135/preview,Analog Communication,Prof. Goutam Das,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ee140/preview,Analog Electronic Circuit,Prof. Shouribrata chatterjee,IIT Delhi,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ae23/preview,Applied Computational Fluid Dynamics,Prof. Rajesh Ranjan,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ee138/preview,Applied Linear Algebra for Signal...,Prof. Aditya K. Jagannatham,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs129/preview,Applied Linguistics,Prof. Rajesh Kumar,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me111/preview,Applied Numerical Methods,Prof. Malay K. Das,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ce107/preview,Artificial Intelligence and Machine...,Prof. Krishanu Biswas,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ch71/preview,Aspen Plus® Simulation Software - A...,Prof. Prabirkumar Saha,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ce106/preview,Availability and Management of...,Prof. Prasoon Kumar Singh,IIT(ISM) Dhanbad,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg118/preview,Business and Sustainable Development,Prof. Trupti Mishra,IIT Bombay,"4 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ge49/preview,Carbon Accounting and Sustainable...,"Prof. Deepu Philip, Prof. Amandeep Singh Oberoi,...",IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_bt76/preview,Cell Culture Technologies,Prof. Mainak Das,IIT Kanpur,"8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ph30/preview,Classical Motion of a Single Particle,Prof. Supratik Banerjee,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ma77/preview,Computational Commutative Algebra,Prof. Manoj Kummini,CMI,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me114/preview,Computational Fluid Dynamics using...,Prof. Kameswararao Anupindi,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_bt68/preview,Computational Neuroscience,Prof. Sharba Bandyopadhyay,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_lw09/preview,Constitution of India and Environmental...,"Prof. Sairam Bhat, Prof. M. K. Ramesh",National Law School of India University,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_de18/preview,Control Systems,Prof. C. S. Shankar Ram,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me112/preview,Convective Heat Transfer,Prof. Saptarshi Basu,IISc Bangalore,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mm37/preview,Corrosion/Environmental...,Prof. (HAG) Harish Hirani,IIT Delhi,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg98/preview,Data Analysis & Decision Making - III,Prof. Raghu Nandan Sengupta,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_cs114/preview,Deep Learning - IIT Ropar,Prof. Sudarshan Iyengar,IIT Ropar,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg133/preview,Descriptive Statistics with R Software,"Prof. Prashant Jha, Prof. Shalabh","NIT Sikkim, IIT Kanpur","8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_cs126/preview,Design & Implementation of...,Prof. Samit Bhattacharya,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me120/preview,Design of Mechatronic Systems,Prof. Prasanna Gandhi,IIT Bombay,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs181/preview,Development Research Methods,Prof. Rajshree Bedamatta,IIT Guwahati,"8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ee134/preview,Digital VLSI Testing,Prof. Santanu Chattopadhyay,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ph40/preview,Dynamics of Classical and Quantum...,Prof. Girish S. Setlur,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs149/preview,Ecology and Society,Prof. Ngamjahao Kipgen,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ee141/preview,Economic Operations and Control of...,"Prof. Gururaj Mirle Vishwanath, Prof .Narayana...","IIT Kanpur, MNIT Jaipur (On-lien from IIT Roorkee)","12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs154/preview,Economics of Health and Education,Prof. Rajshree Bedamatta,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ee137/preview,Electromagnetic Theory,Prof. Pradeep Kumar K,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs172/preview,Energy Economics And Policy,Prof. Shyamasree Dasgupta,IIT Mandi,"8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me113/preview,Engineering Fracture Mechanics,Prof. K. Ramesh,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs150/preview,Environment and Development,Prof. Ngamjahao Kipgen,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg131/preview,Ethics in Engineering Practice,Prof. Susmita Mukhopadhyay,IIT Kharagpur,"8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ee131/preview,Fiber Optic Communication Technology,Prof. Deepa Venkitesh,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ma81/preview,Foundations of R Software (In Hindi...,Prof. Shalabh,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs135/preview,Fundamental Concepts in...,"Prof. Rajesh Kumar, Prof. Om Prakash","IIT Madras, North-Eastern Hill University, Shillong","12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mm36/preview,Fundamentals of Composite and Cellular...,"Prof. Tapas laha, Prof. Siddhartha Roy",IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me119/preview,Fundamentals of Convective Heat...,Prof. Amaresh Dalal,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg114/preview,Fundamentals of Cost Accounting,Prof. Arindam Banerjee,The Institute of Cost Accountants of India (ICMAI),"8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ma75/preview,Galois Theory,Prof. Dilip P. Patil,IIT Bombay,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs130/preview,German - I,Prof. Milind Brahme,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs126/preview,HR Analytics,"Prof. Santosh Rangnekar, Prof. Abhishek Singh","IIT Roorkee, IIM Rohtak","12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ch72/preview,Heat Transfer,Prof. Sunando DasGupta,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs133/preview,History of English Language and...,Prof. Merin Simi Raj,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg108/preview,Human Factors Engineering,"Prof. Pradip Kumar Ray, Prof. V. K. Tewari",IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ch73/preview,"Hydrogen Energy: Production, Storage,...",Prof. Pratibha Sharma,IIT Bombay,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs136/preview,"Indian Art: Materials, Techniques and...",Prof. Rajarshi Sengupta,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs140/preview,Indian Society: Sociological...,Prof. R. Santhosh,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_me117/preview,Industrial Robotics : Theories for...,Prof. Arun Dayal Udai,IIT-ISM Dhanbad,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg110/preview,Industrial Safety Engineering,Prof. Jhareswar Maiti,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg128/preview,"Innovation, Business Models and...","Prof. Vinay Sharma, Prof. Rajat Agrawal","IIT Roorkee, IIT Roorkee","8 Weeks
                          
                          
                              (Starts: 19-08-2024)","Enrollment Ends: 19 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 30 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs141/preview,International Trade - Theory and...,Prof. Pratap C. Mohanty,IIT Roorkee,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_cs116/preview,Introduction To Algorithms and Analysis,Prof. Sourav Mukhopadhyay,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ae22/preview,Introduction to Aerospace Engineering -...,Prof. Rajkumar S. Pant,IIT Bombay,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs151/preview,Introduction to Basic Spoken Sanskrit...,Prof. Anuradha Choudry,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_bt69/preview,Introduction to Biomedical Imaging...,Prof. Arun K. Thittai,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_bt67/preview,Introduction to Developmental Biology,Prof. Subramaniam K,IIT Madras,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ph37/preview,Introduction to Electromagnetic Theory...,Prof. Manoj Harbola,IIT Kanpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ma71/preview,"Introduction to Fuzzy Set Theory,...",Prof. Niladri Chatterjee,IIT Delhi,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_cs115/preview,Introduction to Internet of Things,Prof. Sudip Misra,IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs127/preview,Introduction to Language and...,"Prof. Dripta Piplai (Mondal), Prof. Bornini...",IIT Kharagpur,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs146/preview,Introduction to Market Structures,Prof. Amarjyoti Mahanta,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg103/preview,Introduction to Marketing Essentials,Prof. Zillur Rahman,IIT Roorkee,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_hs148/preview,Introduction to Western Political...,Prof. Mithilesh Kumar Jha,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_mg104/preview,Labour Welfare and Industrial Relations,Prof. Abraham Cyril Issac,IIT Guwahati,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
https://onlinecourses.nptel.ac.in/noc24_ge57/preview,Learning Analytics Tools,Prof. Ramkumar Rajendran,IIT Bombay,"12 Weeks
                          
                          
                              (Starts: 22-07-2024)","Enrollment Ends: 5 Aug, 2024","Exam Date: 2 Nov, 2024","Exam Registration Ends: 16 Aug, 2024"
